MOL_smiles,pIC50,Gene_Symbol,Original_Entry_ID
Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,5.49,EGFR,CHEMBL184311
COC(=O)c1c(N)ncnc1Nc1ccc(OCc2ccccc2)c(Cl)c1,7.27,EGFR,CHEMBL516487
CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21,4.0,EGFR,CHEMBL1241680
Brc1cccc(Nc2ncnc3cc4c(cc23)CN4)c1,9.36,EGFR,CHEMBL447331
O=CC(O)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1,6.7,EGFR,CHEMBL1614705
CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(O)c1O)C2=O,4.39,EGFR,CHEMBL498249
O=C(/C=C\Cl)Cc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.16,EGFR,CHEMBL522623
C=C=CCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O,8.5,EGFR,CHEMBL591038
CC(C)(C)c1nc2c3ccnc(O)c3c3cc(F)ccc3c2[nH]1,4.6,EGFR,CHEMBL21156
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,4.16,EGFR,CHEMBL104
NCC1CN(c2ncnc3[nH]cnc23)CCO1,3.72,EGFR,CHEMBL560373
COc1cc(/C=C(\C#N)c2ccccn2)ccc1O,5.68,EGFR,CHEMBL39295
Sc1nnc2c3c4c(sc3n3c(S)nnc3n12)CCC4,5.7,EGFR,CHEMBL1969537
Cc1cccc(Nc2ncnc3cnc(N)cc23)c1,8.51,EGFR,CHEMBL165495
N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1,3.62,EGFR,CHEMBL307248
COc1cccc(-c2cn(C3CC(C(=O)NCCO)C3)c3ncnc(N)c23)c1,6.48,EGFR,CHEMBL354310
COc1cc2nc(Cl)nc(Nc3ccc(NC(C)=O)cc3)c2cc1OC,4.42,EGFR,CHEMBL3098326
CC(C)Oc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1,5.52,EGFR,CHEMBL2064390
O=c1oc2cc3ncnc(Nc4ccc5n[nH]cc5c4)c3cc2n1CCCN1CCOCC1,6.92,EGFR,CHEMBL2064403
CC(C)(CO)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12,5.8,EGFR,CHEMBL1996587
Cc1ccc(C2=NN(c3nc(-c4ccc(Cl)cc4)cs3)C(c3ccc(F)cc3)C2)cc1C,7.22,EGFR,CHEMBL1821869
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,9.0,EGFR,CHEMBL301018
CCCCCCCCCCCCNC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O,4.46,EGFR,CHEMBL138340
Nc1cc2ncnc(Nc3ccccc3N)c2cn1,5.28,EGFR,CHEMBL124618
Cc1ccc(C(/C=C/c2ccccc2)=N\NC(N)=S)cc1,6.46,EGFR,CHEMBL1830274
CCCCCCCCCCCCNC(=O)/C=C/c1ccccc1,4.41,EGFR,CHEMBL2283258
COc1cc2ncnc(N[C@@H](C)c3ccccc3)c2cc1OCCCCCCC(O)=NO,5.29,EGFR,CHEMBL599218
COc1cc2ncnc(N[C@H](C)c3ccccc3)c2cc1OCCCCCCC(O)=NO,7.89,EGFR,CHEMBL605976
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,5.54,EGFR,CHEMBL1242567
ClCCN(CCN/N=N/c1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)Cc1ccccc1,7.15,EGFR,CHEMBL225929
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(CC(=O)NCCCOc5no[n+](O)c5S(=O)(=O)c5ccccc5)CC4)cc3OC)ncc2Cl)c1,7.23,EGFR,CHEMBL2381515
COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1,5.7,EGFR,CHEMBL1982660
COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,8.42,EGFR,CHEMBL96780
COc1ccc(/C=C/C(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,5.14,EGFR,CHEMBL1812435
C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCCN(C)CC5)cc4OC)nc32)c1,8.83,EGFR,CHEMBL2032380
Cc1cccc(Nc2ncnc3c2sc2ccc([N+](=O)[O-])cc23)c1,7.96,EGFR,CHEMBL544867
CC#CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,5.9,EGFR,CHEMBL1272113
Cc1cccc2c(CCC(=O)O)c(SSc3[nH]c4c(C)cccc4c3CCC(=O)O)[nH]c12,5.82,EGFR,CHEMBL81664
Cc1ccc(/C=C(\C#N)C(=O)O)cc1,2.87,EGFR,CHEMBL77278
Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,5.9,EGFR,CHEMBL274064
Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCOCOCCO4)c1,8.3,EGFR,CHEMBL2087356
c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,5.7,EGFR,CHEMBL1682341
Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12,9.33,EGFR,CHEMBL539822
CC1(C)CC(C(=O)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)CC(C)(C)N1O,7.19,EGFR,CHEMBL1947125
N#CC(C#N)=Cc1ccc(O)c(O)c1,4.96,EGFR,CHEMBL76904
CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.4,EGFR,CHEMBL412367
c1ccc(CCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2ccnc2)cc1,9.0,EGFR,CHEMBL312818
CS(=O)(=O)CCNc1nc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(C(F)(F)F)c5)cc4)c3c2)cs1,6.27,EGFR,CHEMBL269620
Fc1ccc(Nc2ncnc3nc(Nc4ccccc4)sc23)cc1Cl,7.23,EGFR,CHEMBL469997
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccccc3)c2cc1OC,7.62,EGFR,CHEMBL248044
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C,5.8,EGFR,CHEMBL114728
CCS(=O)(=O)c1ccc(OC)c(Nc2nccc(N(C)c3ccc4c(C)n[nH]c4c3)n2)c1,5.88,EGFR,CHEMBL1909358
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(O)cc3)cc12)c1ccc(Br)cc1,7.21,EGFR,CHEMBL1914655
COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)cn(C)c2c1,5.55,EGFR,CHEMBL7819
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCN1CCN(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)CC1,5.66,EGFR,CHEMBL343887
CC(C)(C)c1cc(C=C2C(=O)C=CC2=O)cc(C(C)(C)C)c1O,3.49,EGFR,CHEMBL258726
Brc1cccc(Nc2ncnc3cc4c(cc23)Oc2ccccc2O4)c1,6.92,EGFR,CHEMBL2087352
CN(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2n1,8.02,EGFR,CHEMBL53796
Nc1ncnc2scc(C(=O)Nc3ccc(NC(=O)Nc4ccccc4)cc3)c12,5.7,EGFR,CHEMBL1988594
NC(=S)N1N=C(c2ccc(Br)c(Br)c2)CC1c1ccc([N+](=O)[O-])cc1,4.97,EGFR,CHEMBL1173191
CNc1cc2c(Nc3ccccc3)ncnc2cn1,8.05,EGFR,CHEMBL53940
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(c4)c(F)cn5Cc4ccccc4)c3s2)C1)N1CCOCC1,6.62,EGFR,CHEMBL452980
COc1cc(C=C(C#N)C#N)cc(CSCC(=O)O)c1O,4.27,EGFR,CHEMBL120719
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,8.05,EGFR,CHEMBL425601
Nc1ccccc1Nc1ncnc2ccncc12,6.6,EGFR,CHEMBL272258
CC(C)n1nc(-c2cc(F)c3c[nH]nc3c2)c2c(N)ncnc21,5.92,EGFR,CHEMBL1242573
Cc1ccccc1Nc1ncnn2ccc(CN3CCC(N)CC3)c12,6.18,EGFR,CHEMBL1645469
COc1ccc(Nc2ncnc3cc(N)ncc23)cc1,6.17,EGFR,CHEMBL128001
Fc1ccc(Nc2ncnc3ccc(C#CCN4CCCCC4)cc23)cc1Cl,7.05,EGFR,CHEMBL251700
CCOC(=O)/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,8.57,EGFR,CHEMBL344486
CO[C@H]1[C@@H](N(C)C(=O)C(F)(F)F)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,5.19,EGFR,CHEMBL335932
COc1cc2nc(Cl)nc(Nc3ccc(S(=O)(=O)N(C)C)cc3)c2cc1OC,4.17,EGFR,CHEMBL3098312
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,9.0,EGFR,CHEMBL213007
CN(c1ccccc1)c1ncnc2cc3oc(=O)n(CCCN4CCOCC4)c3cc12,5.14,EGFR,CHEMBL2064397
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCC(O)Cn1ccnc1,8.1,EGFR,CHEMBL60826
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1NC(=O)c1cccnc1,6.26,EGFR,CHEMBL3234736
COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc(F)cc3)c1NC2,5.15,EGFR,CHEMBL386998
O=C(Nc1ccc(F)cc1)Nc1ncnc2nn3ccccc3c12,5.0,EGFR,CHEMBL359830
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1,4.6,EGFR,CHEMBL111364
Oc1csc(N/N=C/c2ccc(Br)cc2)n1,5.76,EGFR,CHEMBL591910
CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1,6.35,EGFR,CHEMBL308672
O=[N+]([O-])c1cccc2ncnc(NCc3ccccc3)c12,5.1,EGFR,CHEMBL119708
COc1cccc(/C=N/Nc2nc(O)cs2)c1,4.51,EGFR,CHEMBL592141
Cc1c(OCC(F)(F)F)ccnc1COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1,5.11,EGFR,CHEMBL2064392
C=S(O)(O)=CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc4sccc34)c(Cl)c2)NCC1,7.33,EGFR,CHEMBL2348418
CCCCC(Cc1coc2nc(N)nc(N)c12)c1ccccc1OC,4.87,EGFR,CHEMBL594790
Fc1ccc(C2CC(c3ccc(Br)cc3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,4.62,EGFR,CHEMBL1821883
O=C(O)/C=C/c1cc(CO)ccc1CO,6.11,EGFR,CHEMBL407534
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C,9.57,EGFR,CHEMBL2031303
Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)N(C)c2ncnc(Nc3ccc(F)c(Cl)c3)c21,5.27,EGFR,CHEMBL443268
O=C1NC(=O)C(c2ccccc2)=C1c1ccccc1,5.6,EGFR,CHEMBL201949
COCCN1CCC[C@@H]1C#Cc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2s1,6.89,EGFR,CHEMBL523573
c1ccc(CNc2ncnc3cccnc23)cc1,6.22,EGFR,CHEMBL53552
CCCCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,6.16,EGFR,CHEMBL597096
COc1cccc(Nc2nc(N)nc3[nH]c4cccc(Cl)c4c23)c1,4.08,EGFR,CHEMBL2337366
C#CCOc1cc2c(Nc3cccc(Cl)c3)ncnc2cc1OC,7.59,EGFR,CHEMBL597948
CN(C)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,8.92,EGFR,CHEMBL166358
COc1cc2cc3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3cc2cc1OC,6.17,EGFR,CHEMBL132466
Cc1ccc(C2CC(c3ccc(F)cc3)=NN2c2nc(O)cs2)cc1,5.08,EGFR,CHEMBL1958029
NC(=S)N/N=C(/C=C/c1ccccc1)c1ccc(Cl)cc1,6.23,EGFR,CHEMBL1830276
CNCC(O)COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,8.3,EGFR,CHEMBL56266
CN1CCN(c2ccccc2CC2=c3ccccc3=NC2=O)CC1,4.09,EGFR,CHEMBL460742
COc1cc(C=C(C#N)c2[nH]nc(N)c2C#N)ccc1O,5.7,EGFR,CHEMBL2002407
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(Sc5ccccn5)cc4)c3s2)C1)N1CCOCC1,5.78,EGFR,CHEMBL457250
Cc1ccc(S(=O)(=O)NC(=O)c2cccnc2)cc1,4.61,EGFR,CHEMBL1916951
COc1cc2c(cc1OC)Oc1ncnc(Nc3cc(Cl)ccc3F)c1NC2,5.96,EGFR,CHEMBL214753
CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,4.67,EGFR,CHEMBL111443
CC(C)(C)c1cc(O)cc(-c2ccc(CO)cc2)c1,4.42,EGFR,CHEMBL347786
Cc1ccccc1Cc1cc2c(N(C)c3cccc(Br)c3)nc(N)nc2[nH]1,4.51,EGFR,CHEMBL1254363
c1ccc(C2=NN(c3ccccc3)C(c3ccc4ccccc4c3)C2)cc1,6.62,EGFR,CHEMBL2325095
Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1,5.59,EGFR,CHEMBL377300
Nc1nc(-c2ccc(F)cc2)c(-c2ccc3ncccc3n2)s1,6.19,EGFR,CHEMBL361237
Oc1csc(N/N=C/c2cccc(Cl)c2)n1,4.97,EGFR,CHEMBL592139
COc1cc2nc(Cl)nc(Nc3ccc(S(N)(=O)=O)cc3)c2cc1OC,5.63,EGFR,CHEMBL3098317
NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,7.46,EGFR,CHEMBL248108
COc1ccccc1CO/N=C/c1c(N)ncnc1Nc1ccc2c(cnn2Cc2cccc(F)c2)c1,7.33,EGFR,CHEMBL255236
CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,4.0,EGFR,CHEMBL1242031
CN(C)CCC(=O)N(C)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.76,EGFR,CHEMBL2031301
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCCCNC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,6.15,EGFR,CHEMBL144760
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,5.6,EGFR,CHEMBL201708
COc1cc2ncc(C#N)c(Nc3cccc([N+](=O)[O-])c3)c2cc1OC,6.06,EGFR,CHEMBL111520
O=[N+]([O-])c1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1,7.91,EGFR,CHEMBL553351
NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1,4.6,EGFR,CHEMBL483847
Cc1ccc(C2=NN(C(N)=S)C(c3cccc4ccccc34)C2)cc1,5.69,EGFR,CHEMBL2325107
Oc1csc(N/N=C/c2cc(Br)ccc2O)n1,7.05,EGFR,CHEMBL592457
O=C(NCc1ccccc1)c1cc2ccc(O)c(O)c2cn1,5.85,EGFR,CHEMBL48436
O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccc(C(=O)O)cc2)[nH]c2ccccc12)NCc1ccc(C(=O)O)cc1,5.13,EGFR,CHEMBL155293
Cc1c[nH]c(/C=C2\C(=O)Nc3cccc(C)c32)c1CCC(=O)O,4.54,EGFR,CHEMBL147761
O=[N+]([O-])CCc1c(SSc2[nH]c3ccccc3c2CC[N+](=O)[O-])[nH]c2ccccc12,4.05,EGFR,CHEMBL158119
COCCN(CCOC)CCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.21,EGFR,CHEMBL294395
COc1ccc(Nc2nccc(N=C3C(=O)C(=O)C3NC(C)C(C)(C)C)n2)cc1OC,5.7,EGFR,CHEMBL1964399
O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c3s2)C1)N1CCOCC1,7.3,EGFR,CHEMBL504117
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1,4.54,EGFR,CHEMBL1172419
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ccn1,5.7,EGFR,CHEMBL1992306
O=C(/C=C/CN1CCSCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.69,EGFR,CHEMBL93537
C=CC(=O)Nc1cccc(N2C(=O)C(Cc3ccccc3)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,8.33,EGFR,CHEMBL3219133
COc1ccc2c(c1)CNc1c(Nc3ccc(F)c(Cl)c3)ncnc1O2,6.05,EGFR,CHEMBL426124
N#Cc1cnc2cc3c(cc2c1Nc1cccc(Br)c1)OCCCO3,5.29,EGFR,CHEMBL325981
Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccc(CNCCO)cc1,5.85,EGFR,CHEMBL173453
Sc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,5.6,EGFR,CHEMBL1644616
CCOc1cc2ncnc(Nc3cccc(-c4nc[nH]n4)c3)c2cc1OCC,6.41,EGFR,CHEMBL127367
Oc1nc2ccc(Cl)cc2c(-c2ccccc2)c1C1=NNC(c2ccccc2)C1,5.8,EGFR,CHEMBL1992796
COCCOCC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.19,EGFR,CHEMBL327838
CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21,6.24,EGFR,CHEMBL1242115
Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,4.6,EGFR,CHEMBL226838
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCC1,7.11,EGFR,CHEMBL178312
Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,5.7,EGFR,CHEMBL1381197
CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1,9.54,EGFR,CHEMBL2031305
CCc1c(C(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,7.7,EGFR,CHEMBL196438
COc1cc2ncnc(Nc3cccc(C#CCO)c3)c2cc1OC,5.78,EGFR,CHEMBL399736
O=C(O)c1cc2c(-c3ccccc3)cncc2s1,5.7,EGFR,CHEMBL1996390
Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCOc1ccc(CNC(C)C)cc1,7.07,EGFR,CHEMBL1934630
C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1,6.26,EGFR,CHEMBL2426282
COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(C)=O)cc1,4.76,EGFR,CHEMBL1173680
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,5.7,EGFR,CHEMBL1990885
Cc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12,5.7,EGFR,CHEMBL1996500
C[C@@H](Nc1ncnc2[nH]c(-c3ccc(C#N)cc3)cc12)c1ccccc1,7.92,EGFR,CHEMBL1914670
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,6.1,EGFR,CHEMBL1908391
Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCN(CCO)CC1,5.6,EGFR,CHEMBL169780
O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3[nH]2)cc1,5.7,EGFR,CHEMBL1979057
COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,6.63,EGFR,CHEMBL66292
O=C(O)c1cc(-c2cccs2)n2nccc2n1,4.7,EGFR,CHEMBL1977619
COc1cc(C=C(C#N)C#N)ccc1O,4.17,EGFR,CHEMBL77869
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCO,7.2,EGFR,CHEMBL2334001
CCn1c2cc(Cl)c(O)cc2c(=O)c2c(O)onc21,5.7,EGFR,CHEMBL523823
O=C(O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)O)[nH]c2ccccc12,5.38,EGFR,CHEMBL79704
c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,5.7,EGFR,CHEMBL1682357
CO[C@H]1[C@@H](N(C)CC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.51,EGFR,CHEMBL132348
N#CC(C#N)=C(C#N)c1ccc(O)cc1,3.22,EGFR,CHEMBL450319
COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC,5.2,EGFR,CHEMBL1242379
CCOc1ccccc1C=NNC(=O)c1nnn(-c2nonc2N)c1N1CCCC1,5.7,EGFR,CHEMBL1992732
O=C(Oc1ccc2ccccc2c1)c1cc(NCc2cc(O)ccc2O)ccc1O,7.05,EGFR,CHEMBL169514
C#Cc1cccc(Nc2ccnc3cc(OC)c(OC)cc23)c1,7.72,EGFR,CHEMBL1092250
COc1cc2c(Nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3)ncnc2cc1OCCCN1CCN(C)CC1,6.59,EGFR,CHEMBL593275
CNc1ccc2c(Nc3cccc(Br)c3)ncnc2n1,7.28,EGFR,CHEMBL298637
COc1cc2c3c(c4c5ccccc5[nH]c4c2c(OC)c1OC)C(=O)NC3=O,5.6,EGFR,CHEMBL380898
COc1ccc(CNC2C(=O)C(=O)C2=Nc2ccc3n[nH]cc3c2)cc1,5.7,EGFR,CHEMBL1992536
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,6.0,EGFR,CHEMBL3221560
CCOC(=O)c1cn(-c2ccc(O)cc2C)c2cc(-c3ccncc3)ccc2c1=O,5.7,EGFR,CHEMBL1996780
C=C1C=C(N2CCOCC2)Cc2nc(-c3c(NCC(O)c4cccc(Cl)c4)ccnc3O)[nH]c21,7.1,EGFR,CHEMBL2005886
COC(=O)c1ccc(CNC(=O)CCc2c(SSc3[nH]c4ccccc4c3CCC(=O)NCc3ccc(C(=O)OC)c(O)c3)[nH]c3ccccc23)cc1O,4.0,EGFR,CHEMBL154822
COc1cc2ncnc(Nc3ccccc3Br)c2cc1OC,6.89,EGFR,CHEMBL92174
COc1cc2ncc(C#N)c(Nc3ccc4c(cnn4Cc4ccccc4)c3)c2cc1NC(=O)/C=C/CN(C)C,6.89,EGFR,CHEMBL180227
COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c3ccc(Br)cc3)c2cc1OC,6.66,EGFR,CHEMBL400742
COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/C(C)N1CCOCC1,4.98,EGFR,CHEMBL114073
CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC,9.6,EGFR,CHEMBL1243255
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1,6.52,EGFR,CHEMBL25610
C#Cc1cc2c(cc1OC)-c1[nH]nc(-c3ccc(C#N)nc3)c1C2,5.7,EGFR,CHEMBL1972250
COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,6.4,EGFR,CHEMBL281990
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,6.3,EGFR,CHEMBL1980297
C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,5.12,EGFR,CHEMBL113902
Brc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,8.72,EGFR,CHEMBL126623
CS(O)=CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,7.89,EGFR,CHEMBL2437224
Brc1cccc(Nc2ncnc3c2NCc2ccccc2O3)c1,5.47,EGFR,CHEMBL203219
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCC2,5.0,EGFR,CHEMBL233001
Cn1c(SSc2c(C(=O)NCc3ccccc3)c3ccccc3n2C)c(C(=O)NCc2ccccc2)c2ccccc21,5.77,EGFR,CHEMBL158275
COc1cc2c(Oc3ccc(NC(=O)c4c(C)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,5.12,EGFR,CHEMBL3263959
Nc1cccc2c(Nc3cccc(Br)c3)ncnc12,6.98,EGFR,CHEMBL333082
COc1ccc(C2=C(c3ccc(OC)cc3)C(=O)NC2=O)cc1,5.6,EGFR,CHEMBL381099
Brc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,6.31,EGFR,CHEMBL2325091
N#CCc1c(SSc2[nH]c3ccccc3c2CC#N)[nH]c2ccccc12,4.49,EGFR,CHEMBL348116
c1ccc(-c2cccc(Nc3ncnc4cc5c(cc34)OCCCO5)c2)cc1,7.57,EGFR,CHEMBL3040910
COc1cccc2ncnc(NCc3ccccc3)c12,5.31,EGFR,CHEMBL330882
N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,5.7,EGFR,CHEMBL56879
COc1cc(-c2c(-c3cn(COC(C)(C)C)c4ccccc34)c[nH]c2O)cc(OC)c1OC,5.05,EGFR,CHEMBL488646
N#Cc1cc2c(N)ncnc2nc1NCCO,4.03,EGFR,CHEMBL1910268
NS(=O)(=O)c1ccc(-c2cc3ccncc3cc2OC2CCNCC2)cc1,5.0,EGFR,CHEMBL519693
CC(CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)c1ccccc1,6.4,EGFR,CHEMBL354128
CC(C)(C)C(=O)Nc1nc(Nc2cccc(C(F)(F)F)c2)c2cc(CCc3ccccn3)nc-2[nH]1,4.89,EGFR,CHEMBL2335018
Cc1ccc(-n2nc(C)c(C3C(C#N)C(=N)N(c4cccnc4)C4=CC(C)(C)CC(=O)C43)c2Cl)cc1,4.83,EGFR,CHEMBL3237942
Cc1ccc(C2=NN(c3nc(-c4ccccc4)cs3)C(c3ccc(Br)cc3)C2)cc1C,5.74,EGFR,CHEMBL1821864
